,index,tweet_id
340,466,1236023836077953024
344,466,1235934824361340929
345,466,1235928671828865024
347,466,1235855117418516483
348,466,1235817281763999744
351,466,1235680348442431489
353,466,1235625987620171776
354,466,1235610426030751745
355,466,1235591457202823168
356,466,1235572467072040960
358,466,1235485308742799360
359,466,1235393793286758401
360,466,1235388481066721281
361,466,1235375212960546817
363,466,1235290968582172674
364,466,1235281069106253824
365,466,1235280923219898368
366,466,1235272886425964544
367,466,1235252178455011329
368,466,1235250611177877506
370,466,1235237077064830976
371,466,1235236584296984577
372,466,1235214095160406016
373,466,1235202208536449025
375,466,1235168125118799880
376,466,1235167541695328257
377,466,1235163100925566977
378,466,1235157268339011584
379,466,1235155406114217986
380,466,1235095754194251776
387,466,1234982997549432832
389,466,1234953508941713410
390,466,1234952811672109062
391,466,1234948960642621442
392,466,1234940182895480846
393,466,1234939767600635906
394,466,1234937396161994752
398,374,1256341742032490497
400,374,1256257846041169920
402,374,1256241269032050689
403,374,1256203634179805185
407,374,1255990833855238145
408,374,1255987472175181830
409,374,1255968512578916352
410,374,1255964528224976896
411,374,1255952602526822401
414,374,1255932804099002368
415,374,1255917537566605314
417,374,1255895497438638080
419,374,1255871530808086533
420,374,1255861806804996097
421,374,1255857681996361728
425,374,1255757984359165952
426,374,1255680394340503552
427,374,1255673139498856449
429,374,1255669327757406208
430,374,1255654851591180288
431,374,1255653555752460289
432,374,1255629151807008768
434,374,1255597849548599304
435,374,1255568405903663113
436,374,1255567445668040705
437,374,1255559096549298176
438,374,1255541687067250688
439,374,1255538930008686593
441,374,1255528622187778055
442,374,1255512788551839746
444,374,1255456505341661185
445,374,1255375928605237249
446,374,1255344109839093761
449,374,1255294870530523137
455,374,1255243698201415681
456,374,1255231872914857984
457,374,1255220915148816386
461,374,1255179188023296000
462,374,1255164532852428800
464,374,1255158621442379780
468,374,1255120736567558146
471,374,1255001204582567936
473,374,1254963592492920836
476,374,1254924822309715969
478,374,1254919497443446786
479,374,1254898815577931776
481,374,1254872926341312513
482,374,1254870117097275393
484,374,1254836420042055680
486,374,1254816845799948292
487,374,1254806669453783040
489,374,1254782966514892803
491,374,1254780312732618756
492,374,1254780136173387778
493,374,1254778319112794117
498,374,1254685446539325441
500,374,1254630306906324998
501,374,1254627779678744576
502,374,1254625573189623808
503,374,1254621688513335296
504,374,1254621520728600576
507,374,1254577453751812096
508,374,1254550143485063169
510,374,1254531187453972481
511,374,1254511520417005568
512,374,1254510819905114112
513,374,1254498652132741120
514,374,1254464970546388992
515,374,1254454893781360641
516,374,1254438429292707840
517,374,1254438152418332674
518,374,1254437233530200074
519,374,1254436481722130433
520,374,1254433392961224704
521,374,1254432990450593793
522,374,1254430572295991297
523,374,1254413521158320129
524,374,1254410696533704704
526,374,1254401157449109505
527,374,1254390465400655874
528,374,1254388411865104386
530,374,1254387155893473280
532,374,1254369302959976448
533,374,1254364480961732609
535,374,1254333835300478976
536,374,1254331638692999169
541,374,1254308957977374725
543,374,1254307251550126080
546,374,1254274922290929664
547,374,1254259350643843072
548,374,1254250339475222528
550,374,1254225167129214978
553,374,1254208344690049024
554,374,1254203422141632515
555,374,1254191623312982016
557,374,1254188575995772928
558,374,1254187525549076480
560,374,1254186904272150528
561,374,1254181297397825538
562,374,1254174596917604355
563,374,1254171572501438470
569,374,1254155682418266112
570,374,1254133545821298688
571,374,1254121690340229121
572,374,1254120326457200640
575,374,1254101894982586369
576,374,1254090226336763905
579,374,1254070175206215680
582,374,1254055076810768385
585,374,1254044205472759809
586,374,1254042580024688640
587,374,1254040418158809088
588,374,1254040197525901312
590,374,1254015333817397249
591,374,1254013934832685059
594,374,1253994844189581314
595,374,1253956306714660864
599,374,1253900943772356609
600,374,1253895933194010624
601,374,1253881928802955265
602,374,1253880944697753601
605,374,1253874647675932679
606,374,1253872660859289604
612,374,1253849668816998401
613,374,1253842939073232903
618,374,1253834964505964544
620,374,1253830190368722950
621,374,1253829070032236545
623,374,1253825544090554370
624,374,1253801791990292481
625,374,1253798668517466112
628,374,1253779996881104897
631,374,1253727870318501889
632,374,1253701334366253057
634,374,1253685706960048129
638,374,1253613364485353472
639,374,1253611251260940288
640,374,1253581763353489408
641,374,1253572006102077442
642,374,1253536713302999041
643,374,1253535440776450048
644,374,1253531971973722114
645,374,1253524403595341825
646,374,1253447037850435584
651,374,1253418281404227586
652,374,1253417724874637312
653,374,1253378222969913344
654,374,1253374139026595845
657,374,1253363588099477505
658,374,1253363403533369344
659,374,1253355157833818113
660,374,1253338481897529345
661,374,1253338473592832002
663,374,1253311699677073411
666,374,1253300730615656448
667,374,1253276161527947264
668,374,1253226586175942657
669,374,1253202224013950976
671,374,1253196482909528064
677,374,1253149406225821696
680,374,1253124095010635777
682,374,1253103208169459713
683,374,1253100142707847168
687,374,1253047767741669377
689,374,1253029356663955468
691,374,1252994377498140672
695,374,1252952891977084931
696,374,1252950252337934337
701,374,1252881974806687744
702,374,1252840444267905027
704,374,1252806507898433540
709,374,1252726896695140352
712,374,1252709457227735040
713,374,1252707189455650817
715,374,1252703154187177984
718,374,1252660140253286400
719,374,1252656791894102016
723,374,1252626280282906625
725,374,1252619742491414528
726,374,1252616099792924676
727,374,1252590324557516802
730,374,1252510910603841537
734,374,1252478783606513664
735,374,1252452642107920384
736,374,1252448952793743361
739,374,1252390851902271488
741,374,1252365348260548614
744,374,1252320350823682049
745,374,1252313693922222080
747,374,1252300136656465921
751,374,1252284031745622017
752,374,1252261817067462656
753,374,1252243382606454789
755,374,1252232549922828290
757,374,1252163807377534976
758,374,1252149762708692992
759,374,1252149530847576064
760,374,1252093034549743616
763,374,1252075979150774273
764,374,1252072856764256259
765,374,1252068135684849665
766,374,1252060341456044034
768,374,1252056605191012358
769,374,1252052935267307521
771,374,1252030715262201856
775,374,1251996073700110338
777,374,1251988312287588357
778,374,1251987565596598272
782,374,1251965877253214208
784,374,1251961498890575878
785,374,1251961232061607941
788,374,1251952034779222016
792,374,1251935772653035527
793,374,1251933412467904514
794,374,1251925794802135040
797,374,1251920433181536257
799,374,1251915156726124544
801,374,1251901190520135680
803,374,1251900439932686343
806,374,1251882943225778176
811,374,1251674198856077314
812,374,1251669646790574080
813,374,1251661790322151424
816,374,1251574458059493379
821,374,1251546479979892737
823,374,1251521062594019330
826,374,1251481504003342337
829,374,1251354500134207489
833,374,1251310072384258048
834,374,1251292972844568576
838,374,1251199628084641793
839,374,1251198960510869508
840,374,1251197346576240643
841,374,1251185900467425280
842,374,1251179503826554881
849,374,1251020487158755335
850,374,1250995748843466752
851,374,1250991819736977408
852,374,1250988763158896641
853,374,1250981927080718336
854,374,1250951818919600128
855,374,1250950155815096320
858,374,1250925020207071233
859,374,1250905749305225216
861,374,1250902763585896448
863,374,1250870505441243137
864,374,1250854715488980992
865,374,1250848573283086338
869,374,1250813235256680448
870,374,1250795600712478721
871,374,1250794974217515021
872,374,1250785494784512002
873,374,1250782551226138625
876,374,1250760854145990656
877,374,1250760853881712642
878,374,1250746407360827393
879,374,1250739800107352064
880,374,1250731144561266690
884,374,1250635901094572034
887,374,1250597427255676934
888,374,1250595711558668288
889,374,1250595706282422272
892,374,1250556704267186176
893,374,1250554640434937856
895,374,1250550943084666881
896,374,1250519383027281921
897,374,1250510025195388928
898,602,1252598367558832135
899,602,1239536727963906048
900,602,1232579385200431104
901,602,1229857420807041024
903,602,1227075488142811136
904,602,1224031063158272001
905,602,1223275742533947394
911,602,1222296201468481536
915,602,1221845199925719041
917,602,1221592399744339968
919,602,1221509215304462337
922,602,1221368627141603329
923,602,1221330971221381120
925,602,1221208166249259008
928,602,1221161249917952000
930,602,1221155524839968773
936,602,1221042624909307904
941,602,1221017472767270912
942,602,1220976395565916160
943,602,1220973041137508354
944,602,1220932848028250112
945,602,1220929503033118720
947,602,1220926352225792002
948,602,1220912980532940801
949,602,1220911591425626112
953,602,1220890734146080774
954,602,1220887641144676352
956,602,1220878859978993665
958,602,1220873169910878210
961,602,1220863592863621120
963,602,1220841239467171840
965,602,1220825585817178113
969,602,1220802070581796864
970,602,1220797210880667648
972,602,1220776773274652672
976,602,1220737974461255681
978,602,1220731385595514881
979,602,1220731269417439237
980,602,1220730501843034113
981,602,1220729034339946497
982,602,1220725964944048130
986,602,1220708671182778368
988,602,1220695956917772290
991,602,1220642420284506112
993,602,1220635444901269506
995,206,1244737329543118849
998,206,1244460010811183106
1000,206,1244363656701321216
1001,206,1244339450487943168
1004,206,1244311307009945600
1006,206,1244262501782519808
1008,206,1244238307963224064
1009,206,1244226402725003264
1010,206,1244223404556812289
1011,206,1244200667067097088
1012,206,1244178013937225728
1013,206,1244177516174049287
1014,206,1244173403881459712
1015,206,1244171559574441986
1016,206,1244171264777994240
1017,206,1244166778378506240
1018,206,1244148237692477442
1022,206,1244115615758970880
1024,206,1244094829371539459
1025,206,1244092403126013952
1026,206,1244091196936318979
1029,206,1244088486900228098
1030,206,1244086880175562757
1031,206,1244080031074332677
1032,206,1244079001662042112
1034,206,1244077759241924608
1035,206,1244073232715505664
1036,206,1244066545581481984
1037,206,1244065099687567360
1038,206,1244058202729263105
1040,206,1244025616858591233
1041,206,1244018115870109697
1042,206,1244012917613309953
1043,206,1244008435303297026
1044,206,1244008256017752065
1045,206,1244005596073996288
1046,206,1244005341643366400
1047,206,1244001150548021249
1050,206,1243992978521239555
1052,206,1243988019691970561
1053,206,1243984093701906433
1055,206,1243983180274618371
1057,206,1243974561286295552
1059,206,1243965852690665472
1060,206,1243965791789371392
1061,206,1243965234089545728
1064,206,1243956025159348225
1065,206,1243955528520339458
1067,206,1243949880428675072
1068,206,1243949159557840898
1069,206,1243942387996655617
1070,206,1243939460678647809
1071,206,1243931885774016512
1072,206,1243931678092840961
1073,206,1243930200863199234
1075,206,1243928036170317824
1076,206,1243927518349910017
1077,206,1243921685172142081
1078,206,1243921323870556166
1081,206,1243914951611297794
1084,206,1243911813944627202
1085,206,1243911338830835712
1086,206,1243910727292903424
1087,206,1243910099493482497
1088,206,1243909661922938880
1089,206,1243906893107601408
1091,206,1243903201759440903
1093,206,1243899428190248963
1096,206,1243898933664980992
1097,206,1243897755556179973
1099,206,1243895865619734529
1101,206,1243895319701618688
1103,206,1243892156085014528
1104,206,1243891775963455488
1106,206,1243888587919298561
1107,206,1243884307313090560
1108,206,1243884041146896389
1111,206,1243881781079584768
1112,206,1243880086094266369
1113,206,1243879962467278848
1115,206,1243877518136037377
1117,206,1243875842452672512
1118,206,1243874784623996928
1120,206,1243872105000665093
1121,206,1243870651007393796
1122,206,1243868109720571904
1123,206,1243867936508588032
1124,206,1243867576184127488
1125,206,1243867036964524032
1126,206,1243866717819813888
1128,206,1243864744538365954
1129,206,1243864070543065088
1132,206,1243858963776471044
1133,206,1243855325670735875
1134,206,1243855225858867200
1136,206,1243852031368015873
1137,206,1243850195088969730
1138,206,1243849372913283072
1139,206,1243848038730383360
1140,206,1243847457215148032
1141,206,1243847074195668992
1142,206,1243845908124631041
1144,206,1243842644054179840
1145,206,1243840323740041216
1146,206,1243840264638210049
1147,206,1243839966880452608
1148,206,1243839795878494208
1149,206,1243838462525976577
1150,206,1243838368640794625
1152,206,1243837411718651905
1153,206,1243836679447646208
1154,206,1243836401357131776
1155,206,1243834156800299009
1156,206,1243833332422643712
1157,206,1243830559454810112
1158,206,1243830272023334912
1159,206,1243830225533722631
1160,206,1243828323760791559
1161,206,1243827541783150594
1162,206,1243827071161217024
1163,206,1243825781924433920
1164,206,1243824420180750337
1165,206,1243822128698286080
1166,206,1243822013421998080
1167,206,1243821278684835842
1168,206,1243820680442834950
1169,206,1243820275998711808
1170,206,1243819717883768833
1172,206,1243818863898300417
1173,206,1243817190383423489
1174,206,1243815267412529153
1175,206,1243814959462703104
1176,206,1243814691903664128
1177,206,1243811916851617792
1178,206,1243811222488846336
1179,206,1243809858438258688
1180,206,1243809085000163328
1181,206,1243807868782104578
1182,206,1243807685511806976
1183,206,1243807159390842881
1184,206,1243806716107653122
1185,206,1243806686290137088
1186,206,1243806184223596544
1188,206,1243802758286901248
1189,206,1243802578715963392
1190,206,1243800525784502272
1191,206,1243800189598453762
1192,206,1243798518357245952
1194,206,1243793809000955905
1195,206,1243792026942005249
1196,206,1243790975769513984
1200,206,1243788850847043586
1201,206,1243787774261690368
1202,206,1243786866677010433
1203,206,1243786440158265345
1204,206,1243784413109841920
1205,206,1243783532549271552
1206,206,1243783324784635904
1207,206,1243782750584238080
1209,206,1243776240676270086
1210,206,1243775999772200961
1211,206,1243775835384897537
1212,206,1243775138052501505
1213,206,1243773793685794818
1218,206,1243771998699843584
1219,206,1243769529898946560
1220,206,1243769274688135170
1221,206,1243768756825927680
1222,206,1243768604165672960
1223,206,1243768266817859585
1224,206,1243768005097553926
1225,206,1243767916450861056
1226,206,1243767891608186881
1227,206,1243767831449063426
1228,206,1243767660430520320
1229,206,1243766682159480832
1230,206,1243766587779244032
1231,206,1243766443776167937
1233,206,1243765076441485316
1234,206,1243764964080242688
1235,206,1243764722232479745
1236,206,1243764228739063808
1237,206,1243764183784554496
1238,206,1243764120043700224
1239,206,1243763769345323008
1240,206,1243763686604341248
1241,206,1243763408299626496
1242,206,1243762860120879104
1243,206,1243762782828244992
1244,206,1243762243067510784
1245,206,1243762154618138624
1246,206,1243762134980280321
1247,206,1243761580392607745
1248,206,1243761238821064704
1250,206,1243760100214358018
1251,206,1243759823797096448
1252,206,1243759569433554944
1253,206,1243759382849916934
1254,206,1243759015181438978
1255,206,1243758589161791491
1256,206,1243757822027780096
1257,206,1243757632625786880
1258,206,1243756472523087875
1259,206,1243755769809342464
1261,206,1243755494642028545
1262,206,1243755188961202178
1264,206,1243754591637757952
1265,206,1243754554690170881
1266,206,1243754521987125249
1267,206,1243754410489958400
1268,206,1243754170416427008
1269,206,1243753705263919107
1270,206,1243753525273702402
1271,206,1243753259178668032
1272,206,1243752845993603077
1273,206,1243752788728799235
1274,206,1243752215782670337
1275,206,1243751776555171840
1276,206,1243751426507014144
1277,206,1243750828894072832
1278,206,1243750508810002433
1279,206,1243750418548752384
1280,206,1243750079900475394
1281,206,1243749887524528128
1282,206,1243749865479213056
1283,206,1243749713385369601
1284,206,1243749698222977025
1285,206,1243749654564503553
1286,206,1243749612730462208
1287,206,1243749536431878150
1289,206,1243749423986831360
1290,206,1243748926169047041
1291,206,1243748460622254081
1292,206,1243748372445450241
1294,206,1243747668259737600
1295,206,1243747557412462592
1296,206,1243747107615305729
1299,206,1243746521784311809
1300,206,1243746258734338049
1301,206,1243746209585451008
1302,206,1243746098138632194
1303,206,1243746049367453696
1304,206,1243745875157028868
1305,206,1243745839895412736
1306,206,1243745675034030081
1307,206,1243745353452544000
1308,206,1243745317578629121
1309,206,1243745316827844608
1310,206,1243745144005787650
1311,206,1243744784453234688
1312,206,1243744697178341378
1313,206,1243744663887962112
1314,206,1243744638030073856
1315,206,1243744560263520256
1316,206,1243744181132001281
1317,206,1243743941515567106
1318,206,1243743034958680066
1319,206,1243743031758487553
1320,206,1243742898614484993
1321,206,1243742868365119489
1323,206,1243742392844337152
1325,206,1243741453437657088
1327,206,1243741403009687552
1330,206,1243741006769479682
1331,206,1243740856470798337
1332,206,1243740432732794882
1333,206,1243740086006476800
1335,206,1243739217823518720
1336,206,1243738756051546112
1337,206,1243738520822431745
1338,206,1243738406779305984
1340,206,1243737354184998917
1341,206,1243737350900822016
1342,206,1243737171258793985
1343,206,1243737151054868481
1344,206,1243737024189751296
1346,206,1243736664494813184
1347,206,1243736653304410114
1349,206,1243736303834783744
1350,206,1243735978914635776
1351,206,1243735840355790849
1352,206,1243735594590593030
1355,206,1243734414925762560
1356,206,1243733859327500288
1357,206,1243733423211995138
1358,206,1243733353712570370
1359,206,1243733274175975424
1360,206,1243733045330534402
1361,206,1243732969040171008
1362,206,1243732402586845184
1363,206,1243732391065083904
1364,206,1243732294084571137
1366,206,1243732023228772352
1367,206,1243731812997718017
1368,206,1243731706139381761
1370,206,1243731562048434176
1371,206,1243731539512328192
1372,206,1243731473552691200
1374,206,1243731128407576576
1375,206,1243730841563324417
1376,206,1243730538101379077
1377,206,1243730286749220864
1378,206,1243729966316933120
1379,206,1243729948973490176
1381,206,1243729653749211141
1383,206,1243729165766938624
1385,206,1243728523325509633
1386,206,1243728403536232451
1387,206,1243727885011222529
1388,206,1243727612939096064
1389,206,1243727369036316673
1390,206,1243727230393397250
1391,206,1243727155042734083
1392,206,1243727068421971968
1393,206,1243726945105436672
1394,206,1243726931889029121
1395,206,1243726871658778624
1396,206,1243726628393340928
1397,206,1243726543643455491
1398,206,1243726476043628544
1399,206,1243726322435862530
1400,206,1243726025235681281
1401,206,1243725100798500864
1403,206,1243724896783470592
1404,206,1243724709767917568
1405,206,1243724126017093633
1406,206,1243723904318758913
1409,206,1243723119866662912
1410,206,1243723117035282432
1411,206,1243723061213433863
1412,206,1243722870217465857
1414,206,1243722536002768898
1415,206,1243722357346205696
1416,206,1243722233513533440
1417,206,1243722097999790081
1419,206,1243721865752752128
1420,206,1243721685888450561
1422,206,1243721573720154112
1423,206,1243721473585336320
1424,206,1243721452085334016
1425,206,1243721289908383744
1426,206,1243721233796976640
1427,206,1243721087684247553
1428,206,1243720714827395072
1429,206,1243720620900147201
1430,206,1243720396857368578
1431,206,1243720328448077827
1432,206,1243720270017224715
1433,206,1243720253382602754
1434,206,1243720215201861632
1435,206,1243720194968530945
1436,206,1243719900276776960
1438,206,1243719789064990721
1440,206,1243719740016562176
1441,206,1243719701894582272
1442,206,1243719516778934272
1443,206,1243719449670279170
1444,206,1243719284477407232
1446,206,1243719091594002432
1447,206,1243719017560518656
1448,206,1243718992998453248
1449,206,1243718957267329026
1450,206,1243718855387643910
1451,206,1243718699523031040
1453,206,1243718617117552641
1454,206,1243718598826360833
1455,206,1243718549509525504
1456,206,1243718500729962496
1457,206,1243718342495485953
1458,206,1243717836226195457
1459,206,1243717795767939073
1460,206,1243717717107961857
1461,206,1243717565341261825
1462,206,1243717445765844993
1463,206,1243717416766640131
1464,206,1243717388433932289
1465,206,1243717314786164736
1466,206,1243717130450653184
1468,206,1243716883347460096
1469,206,1243716705395736577
1471,206,1243716642288177152
1472,206,1243716589934891008
1473,206,1243716488625700864
1474,206,1243716326087987200
1475,206,1243716228633341954
1477,206,1243716108831428608
1478,206,1243715913423024128
1479,206,1243715753464852480
1480,206,1243715704487985152
1481,206,1243715663216041984
1482,206,1243715426980249600
1484,206,1243715216459825155
1485,206,1243715175712096256
1486,206,1243715138655404032
1488,206,1243714543882133509
1489,206,1243714337992110082
1490,206,1243714320271323136
1491,206,1243714197009002499
1492,206,1243714177941696512
1494,310,1253078056157081600
1495,310,1252800088587603976
1496,310,1252590585736617985
1498,310,1252281053462409218
1499,310,1252060058449580033
1500,310,1252032469651595265
1501,310,1247680767561367552
1502,310,1247121893565640707
1503,310,1246493457373331458
1504,310,1246312974702141440
1505,310,1246228102302351362
1506,310,1245605283394535427
1507,310,1245387759738634240
1508,310,1245161757607448576
1509,310,1245136684791918592
1510,310,1245087429444296704
1511,310,1245042171650203649
1512,310,1244784370088640512
1513,310,1244685590542589957
1514,310,1242966706781409283
1515,310,1241900696175144961
1517,310,1241732814850199553
1519,310,1241425631851790341
1520,310,1241394117420220416
1521,310,1241338969431977985
1522,310,1241212133578289152
1523,310,1241211121606037504
1524,310,1241083520442720256
1525,310,1240712157974523904
1526,310,1240654446473949184
1527,310,1240620630933934081
1528,310,1240586680584802306
1530,310,1240466028330655744
1532,310,1240426984431333376
1533,310,1240410938911547395
1535,310,1240348099303936001
1536,310,1240276668452913154
1537,203,1247683367736348672
1538,203,1245106653588004865
1539,203,1244852853660766209
1541,203,1244662874875674633
1542,203,1244613669096509441
1543,203,1244592798592098305
1544,203,1244576289404510209
1545,203,1244557679227535361
1547,203,1244476407859892224
1549,203,1244452536578215940
1550,203,1244444261279563776
1551,203,1244434160480968705
1552,203,1244429952885366786
1553,203,1244420186603651072
1554,203,1244310092012544001
1555,203,1244302111506079744
1556,203,1244078057582813184
1557,203,1244067761241952258
1559,203,1243965905215713280
1560,203,1243931628931616768
1563,203,1243908011179081730
1564,203,1243714595895771136
1565,203,1243705782102786049
1568,73,1248612807748104194
1569,73,1248612372060626945
1570,73,1248405074281238532
1573,508,1234402542328721408
1574,508,1234366876953858053
1576,508,1233049740037754881
1577,508,1232740745800343552
1578,508,1232476009024278529
1579,508,1232464360833896449
1580,508,1232415646564020224
1581,508,1232036002308513792
1582,508,1232018159932035073
1583,508,1231937991356157955
1585,508,1231752013639307264
1586,508,1231749377019891713
1588,508,1231697738347270144
1589,508,1231688564959825927
1590,501,1244789177025101824
1591,590,1245487350949359616
1592,590,1245226347196112896
1596,590,1245004618750402562
1598,590,1232299735379136512
1599,590,1228352003232780288
1600,590,1227247959554715649
1601,590,1223259766509768705
1603,590,1222976563303604224
1604,590,1222592376868429824
1605,590,1222461541263532032
1606,590,1222006873903157248
1608,590,1221684913176379392
1610,590,1221568011955425281
1611,590,1221529841331134465
1612,590,1221445652208652288
1616,590,1221390756071403523
1617,590,1221385096034275328
1618,590,1221369775227453441
1619,590,1221367175618805760
1620,590,1221354629054648321
1621,590,1221344892473020417
1622,590,1221336820417384448
1625,590,1221221545357516800
1627,590,1221203121986080769
1630,590,1221170935111278595
1631,590,1221152658653880321
1632,590,1221149660800331776
1635,590,1221119429397737472
1636,590,1221112012786294786
1641,590,1221089313598902279
1642,590,1221081761276473345
1644,590,1221077877266903040
1649,590,1221064318340534272
1652,590,1221056089690497024
1654,590,1221048496188461056
1655,590,1221045178212839430
1656,590,1221044778663542784
1657,590,1221043159666503681
1658,590,1221040720733097984
1661,590,1221022554510516224
1662,590,1221020802302300161
1663,590,1221016826986950656
1664,590,1221015831225651200
1665,590,1221014036634132481
1666,590,1221013334138347521
1668,590,1221000604853555201
1669,590,1220992551781617664
1671,590,1220988159703445505
1674,590,1220980782434603008
1676,590,1220973044186804224
1677,590,1220972301627187202
1678,590,1220970364034895872
1680,590,1220961471200251905
1681,590,1220958555232030720
1682,590,1220951287598063617
1683,590,1220943763050123269
1684,590,1220941830075797504
1685,590,1220940138336776192
1686,590,1220936040795398144
1687,590,1220935233870032896
1689,590,1220928069721964544
1691,590,1220903896257687553
1693,590,1220901158862016512
1694,590,1220894230006157312
1698,590,1220864960147918849
1699,590,1220863881192579072
1701,590,1220857431430979592
1704,590,1220844832849047554
1705,590,1220840740068065280
1706,590,1220839309244108801
1707,590,1220835410525421574
1709,590,1220828165079228417
1710,590,1220826910843985920
1711,590,1220825764511260672
1715,590,1220811986587594755
1716,590,1220808865593331718
1718,590,1220804374777225218
1724,590,1220796032331788290
1735,51,1250744459630972929
1737,51,1249945965794033664
1738,51,1249902652240138240
1741,51,1249865579046924288
1744,51,1249845737426427904
1747,51,1249782405961056256
1752,51,1249727259335933956
1753,51,1249727248724373504
1754,51,1249723359966965761
1756,51,1249710747833249798
1759,51,1249703479305781251
1761,51,1249698828854235136
1762,51,1249694918538338306
1764,51,1249686798487498757
1765,51,1249677965723611137
1766,51,1249663133888565248
1767,51,1249661463503024132
1768,51,1249654144408920064
1771,51,1249537228948283392
1772,51,1249530395042947073
1773,51,1249498959984365569
1775,51,1249428016041615360
1777,51,1249424827317989378
1782,51,1249404183297523712
1783,51,1249400999212732416
