,news_id,tweet_id,reply_id
146,46,1249756536601300992,1249892662079107077
147,46,1249756536601300992,1249898951614124035
149,46,1249398900521226240,1249693764894982145
151,46,1249398900521226240,1249493461767782400
152,46,1249398900521226240,1249651751613071364
155,46,1249398900521226240,1249752256586625024
157,46,1249398900521226240,1249468275320393728
158,46,1249398900521226240,1249483578444054529
159,46,1249398900521226240,1249418426562592770
161,46,1249398900521226240,1249457288978378752
162,46,1249398900521226240,1249470541842399233
163,46,1249398900521226240,1249458559080960000
167,46,1249398900521226240,1249467214874292224
168,46,1249398900521226240,1249467851603243008
170,46,1249398900521226240,1249476223610257411
172,46,1249398900521226240,1249490529253044224
175,46,1249385096760745990,1249385431466196994
177,46,1249385096760745990,1249389718392860672
179,46,1249385096760745990,1249397235558703105
180,46,1249385096760745990,1249397299907829762
185,46,1249385096760745990,1249569163569479680
186,46,1249385096760745990,1249719605624528899
187,46,1249385096760745990,1249729021702627333
188,46,1249385096760745990,1249401147359735808
191,46,1249385096760745990,1249410748394045441
192,46,1249385096760745990,1249426902294523904
195,46,1249385096760745990,1249390745955565568
196,46,1249385096760745990,1249410854430191616
197,46,1249385096760745990,1249445113534832650
198,46,1249385096760745990,1249702199913058305
199,46,1249385096760745990,1249716606055452677
200,46,1249430889542479872,1249448268322476040
203,46,1249430889542479872,1249433427545337857
204,46,1249430889542479872,1249435482557222921
212,46,1249430889542479872,1249803314738409473
214,46,1249383177816117248,1249384864908038150
215,46,1249383177816117248,1249391116224548865
216,46,1249383177816117248,1249389597353824261
218,46,1249383177816117248,1249396484140871681
220,46,1249383177816117248,1249387834504392704
225,46,1249410546463539200,1249411287299342337
226,46,1249410546463539200,1249411396925706241
227,46,1249410546463539200,1249412219705663494
229,46,1249410546463539200,1249414525289299969
231,46,1249410546463539200,1249465375072423936
232,46,1249410546463539200,1249435026950848514
234,46,1249410546463539200,1249464564435095554
235,46,1249564817649737729,1249575788346855424
241,46,1249564817649737729,1249576333656477696
244,46,1249384514343686148,1249385099679993856
246,46,1249384514343686148,1249834083804499968
249,46,1249445156727803904,1249474208456798208
254,46,1249430114141712384,1249430570272096256
255,46,1249430114141712384,1249432108071825408
257,46,1249405972860284935,1249470959255302144
258,46,1249405972860284935,1249407627248926721
259,46,1249405972860284935,1249407030378532866
262,46,1249436308210167811,1249456042876026881
265,46,1249410955135438848,1249411620058599425
268,46,1249410955135438848,1249416473321385987
269,46,1249868046342201344,1249889801991368705
270,46,1249868046342201344,1249873364560285698
274,46,1249674309053886464,1249683975242743810
276,46,1249668627638484995,1249671274537857025
278,46,1249668627638484995,1249672161863876613
279,46,1249523741295620096,1249535180596867073
280,46,1249523741295620096,1249535722077540352
282,46,1249523741295620096,1249529634976337923
283,46,1249514007440101376,1249520452529242113
284,46,1249451697379905537,1249454402974482435
286,46,1249449048807026695,1249450998600552449
288,46,1249414352848986115,1249415878178979841
289,46,1249411224737021955,1249411974632521737
291,46,1249408954402328582,1249504979351506944
293,46,1249406837193084932,1249407917100421120
304,46,1250100920546885635,1250109065209905153
306,46,1249744632830808065,1249745473130414083
308,46,1249660112173780993,1249664870326427649
311,46,1249526156711194624,1249580328622178305
313,46,1249514317801762818,1249515069987119104
317,46,1249447898447634432,1249740212793749505
318,46,1249445603597221888,1249447240885772290
320,46,1249441922004840448,1249739914348027908
323,46,1249435682667245568,1249469828009799684
327,46,1249420476662730752,1249420559957364738
329,46,1249410723471597568,1249410977759666177
330,46,1249407628842762242,1249411041777287170
331,46,1249401716447096832,1249402177434640384
332,46,1249399891761168391,1249406462281093120
336,46,1249390474990956545,1249392952465600515
338,46,1249388184359694336,1249394292923252736
340,46,1249377487534112772,1249411413455536128
344,51,1249368698432835585,1249383579458719746
345,51,1249368698432835585,1249370685174165505
347,51,1249368698432835585,1249554529609285636
348,51,1249368698432835585,1249369353281318913
349,51,1249368698432835585,1249383846610718720
351,51,1249368698432835585,1249369904270266369
352,51,1249368698432835585,1249370668820582401
354,51,1249368698432835585,1249390625113374722
356,51,1249368698432835585,1249370611572453376
357,51,1249368698432835585,1249381525424148485
358,51,1249368698432835585,1249381543757275137
360,51,1249368698432835585,1249398126684897288
361,51,1249368698432835585,1249617918104612864
362,51,1249368698432835585,1249386493858234379
363,51,1249368698432835585,1249387381930651648
364,51,1249368698432835585,1249392911013146624
365,51,1249368698432835585,1249404876221820930
366,51,1249368698432835585,1249422836357304320
368,51,1249368698432835585,1249382859619454978
370,51,1249368698432835585,1249429980951412736
371,51,1249368698432835585,1249436066408312834
373,51,1249368698432835585,1249471872955277322
375,51,1249368698432835585,1249538579614830593
377,51,1249368698432835585,1249905276540649474
378,51,1249368698432835585,1253294520185180160
379,51,1249368698432835585,1249368879941521413
380,51,1249368698432835585,1249368960715255808
382,51,1249368698432835585,1249373877303721985
383,51,1249368698432835585,1249383253359788033
384,51,1249368698432835585,1249378387061288967
385,51,1249368698432835585,1249392354747916294
386,51,1249368698432835585,1249407682693431296
389,51,1249368698432835585,1249382475719159809
393,51,1249368698432835585,1249371684605476869
394,51,1249368698432835585,1249386383006932994
396,51,1249368698432835585,1249442973420523522
398,51,1249368698432835585,1249501665125969920
402,51,1249368698432835585,1249408455498027008
405,51,1249368698432835585,1249383202269126656
406,51,1249368698432835585,1249399607743983618
407,51,1249368698432835585,1252727664814641152
408,51,1249368698432835585,1249375665029251072
409,51,1249368698432835585,1249370286937513984
415,51,1249368698432835585,1249406088560156672
420,51,1249390457857032192,1249390609061863430
421,51,1250744459630972929,1250744125739151360
422,51,1250744459630972929,1250744457823207425
423,51,1250744459630972929,1250744461350453248
428,51,1249902652240138240,1249902653561241601
429,51,1249856056869576704,1249857231249539072
432,51,1249845737426427904,1249847139200622592
433,51,1249661463503024132,1249661657489571840
434,51,1249661463503024132,1249661659242790912
436,51,1249424827317989378,1249425007094136833
437,51,1249405143914655744,1249408620149735425
439,51,1249392788694859778,1249399764434726918
441,51,1249373119480913920,1249373120441405440
442,55,1249477334543093766,1249481602662531072
443,55,1249477334543093766,1249645201863385088
444,55,1249477334543093766,1249646591193026560
445,55,1249477334543093766,1249538924441006080
447,55,1249477334543093766,1249492297395429376
449,55,1249477334543093766,1249527239118442496
450,55,1249477334543093766,1249613423375073280
451,55,1249477334543093766,1249539516127498240
452,55,1249477334543093766,1249608183921938433
453,55,1249477334543093766,1249815510398754816
454,55,1249477334543093766,1249608687473381376
457,55,1249477334543093766,1250256257145024512
459,55,1249477334543093766,1249519923765772289
461,55,1249477334543093766,1249606318748585984
462,55,1249477334543093766,1249691684553793537
467,55,1249367400425848832,1249368801344475136
469,55,1249367400425848832,1249389105592422405
472,55,1249367400425848832,1249926915613437953
481,55,1249367400425848832,1249393037261901825
489,55,1249413181254127616,1249417631683293184
494,55,1249410299884711936,1249410987230400512
495,55,1249410299884711936,1249412783436959744
496,55,1250109734578827264,1250171693806600192
501,55,1249367725773746177,1249368963294863367
507,67,1248209469433155584,1248213612537102336
508,67,1248209469433155584,1248218313911566338
509,67,1249079055154020353,1249079056672456707
510,67,1249079055154020353,1249079057712656384
514,67,1248607642563440643,1248453244000452610
515,67,1248607642563440643,1248458024227749888
517,67,1248607642563440643,1248610968256393217
518,67,1248520381587247104,1248594609699241986
519,67,1248443301876752385,1249990214698692608
520,67,1248431511767887874,1248586498921730048
522,67,1248319312164728832,1248326983806627840
525,68,1250024250636976128,1250025028395175937
526,68,1250024250636976128,1250050764636069889
527,68,1250024250636976128,1250052419297234945
528,68,1250024250636976128,1250029023595581440
529,68,1250024250636976128,1250025445871009793
532,68,1250024250636976128,1250086949626490881
534,68,1250024250636976128,1250033633055903750
535,68,1249189869462708229,1249194840568532994
536,68,1249189869462708229,1249212617320796160
537,73,1248612807748104194,1248611944409346049
540,73,1251218139259559945,1251220977733730309
541,84,1250126708658888704,1250129980740247552
545,84,1247328983722549248,1247339404542087168
546,84,1247328983722549248,1247442892987170816
547,84,1247328983722549248,1247848672827789313
548,84,1247328983722549248,1247331314363174912
549,84,1247515126724464645,1247534174824620033
551,84,1247515126724464645,1247538943123312647
553,84,1247515126724464645,1247544431198289920
554,84,1247276974403444741,1247282073477447681
557,84,1248945518862106625,1247899332021370880
558,84,1248945518862106625,1249292165005508609
559,84,1248945518862106625,1248945996270309376
560,84,1248944845764395009,1248601095229882368
563,84,1248944845764395009,1248951095944249344
565,84,1248910344682188800,1248906133386833924
567,84,1248910344682188800,1251044505396051968
570,84,1248010655761723394,1246896444138758144
571,84,1248010655761723394,1248015166576283648
572,84,1248010655761723394,1248016781928591360
573,84,1247598616396435456,1247616546614251520
574,84,1247598616396435456,1247617536390311937
575,84,1247566208507019265,1247783401756577794
581,84,1247309943507566592,1247318706193121285
589,84,1248156867345424384,1248157992631009280
591,84,1247879704675147777,1247678932427493376
592,84,1247879704675147777,1249551334346493953
596,84,1247686393205329921,1247893440131526658
600,84,1247603096760582149,1248247219821506561
601,84,1247514287180001282,1247514284738990080
602,84,1247514287180001282,1247514289197453313
603,84,1247514287180001282,1247514291122647040
604,84,1247481487194304513,1247582185646931969
608,84,1247406337560137728,1247407552188633091
610,84,1247371706462687233,1247373218513432576
611,84,1247361384649650176,1247429503258963970
612,84,1247347441449537538,1247355220553797637
613,84,1247347441449537538,1247362812399271941
615,84,1247328174108631041,1247306981578285063
616,84,1247328174108631041,1247308428550144001
617,84,1247328174108631041,1247329440482246656
618,84,1247328174108631041,1247359740172103685
622,84,1247257505102737410,1247263072865128450
623,84,1247256082898132992,1247286152295374849
624,115,1249689752154132483,1250099245300015105
625,115,1249689752154132483,1250100793102999558
626,115,1249689752154132483,1250007509533941760
627,115,1249689752154132483,1250007951982485504
628,115,1249689752154132483,1250060229645131779
629,115,1249689752154132483,1250060889711140870
630,115,1249689752154132483,1249982352123727875
631,115,1249689752154132483,1249982972805230592
632,115,1249689752154132483,1250063111668862976
633,115,1249689752154132483,1250065167985127424
635,115,1249689752154132483,1249995329593847808
636,115,1249689752154132483,1250056901599076357
637,115,1249689752154132483,1250057762110877705
638,115,1249689752154132483,1250126774358376449
639,115,1249689752154132483,1250129957210251267
640,115,1249689752154132483,1249716019079380992
641,115,1249689752154132483,1249780189569171463
643,115,1249689752154132483,1249753661464600577
644,115,1249689752154132483,1249777685846425600
645,115,1249689752154132483,1250023752256999425
647,115,1249689752154132483,1249811213158092808
648,115,1249689752154132483,1249764822067093506
650,115,1249689752154132483,1249718049588088833
651,115,1249689752154132483,1249852037371740163
652,115,1249689752154132483,1249813325111853056
653,115,1249689752154132483,1249786454768848897
654,115,1249689752154132483,1249889091258404867
658,115,1249689752154132483,1249777353225572353
660,115,1249689752154132483,1250084210741821446
661,115,1249689752154132483,1250089997274951682
662,115,1249689752154132483,1249995423244111874
664,115,1249689752154132483,1250059195807862794
666,115,1249689752154132483,1250083547450392581
668,115,1249689752154132483,1250384410567942144
669,115,1249689752154132483,1249732540639969280
670,115,1249689752154132483,1249757347746140160
671,115,1249689752154132483,1249780394792300545
672,115,1249689752154132483,1249811661906739207
673,115,1249689752154132483,1249823348575657984
674,115,1249689752154132483,1249828584904175619
675,115,1249689752154132483,1249847046431014913
676,115,1249689752154132483,1249867796609216512
677,115,1249689752154132483,1249953942580137984
678,115,1249689752154132483,1249963457392390144
679,115,1249689752154132483,1250043667710193670
681,115,1249689752154132483,1250087686305714176
687,115,1249689752154132483,1251774260831498240
688,115,1249689752154132483,1249800877633933315
689,115,1249689752154132483,1249801247844114433
691,115,1249689752154132483,1249733311309713410
693,115,1249689752154132483,1249767035518795778
694,115,1249689752154132483,1249774414398394372
696,115,1249689752154132483,1249775995013533699
697,115,1249689752154132483,1249794699197665290
698,115,1249689752154132483,1249831053293953027
699,115,1249689752154132483,1249831925721808899
701,115,1249689752154132483,1249844967398203394
704,115,1249689752154132483,1249869150778003458
705,115,1249689752154132483,1249873303151546368
708,115,1249689752154132483,1249935974978764800
709,115,1249689752154132483,1249937203075178496
710,115,1249689752154132483,1249946218622521345
711,115,1249689752154132483,1249959790907805696
713,115,1249689752154132483,1249974794721939456
714,115,1249689752154132483,1249983246802305025
715,115,1249689752154132483,1249981707069140992
717,115,1249689752154132483,1249995699900444672
718,115,1249689752154132483,1249996384633266176
719,115,1249689752154132483,1250006402267000833
720,115,1249689752154132483,1250011227582943233
721,115,1249689752154132483,1250035289365581824
722,115,1249689752154132483,1250051652566089731
723,115,1249689752154132483,1250066805160321025
724,115,1249689752154132483,1250078525383557125
725,115,1249689752154132483,1250082676381569031
727,115,1249689752154132483,1250114862560219139
729,115,1249689752154132483,1249747012393861121
732,115,1249689752154132483,1249739785947807744
733,115,1249689752154132483,1249737211525746689
734,115,1249689752154132483,1249830037450260483
736,115,1249689752154132483,1249722930524753920
737,115,1249689752154132483,1249711922930495490
738,115,1249689752154132483,1249786945481424896
739,115,1249689752154132483,1249698602101997569
741,115,1249689752154132483,1249696163256840192
742,115,1249689752154132483,1249782197806075908
743,115,1249689752154132483,1249802243215368195
745,115,1249689752154132483,1250010489331081216
746,115,1249689752154132483,1249726926144626689
747,115,1249689752154132483,1250048255901261825
748,115,1249689752154132483,1250118138978541568
749,115,1249689752154132483,1250215706949324800
750,115,1249689752154132483,1250301036054503430
751,115,1249689752154132483,1249790217969598472
753,115,1249689752154132483,1249802231236485120
754,115,1249689752154132483,1249803616581496834
755,115,1249689752154132483,1249829501493624834
757,115,1249689752154132483,1249931585966804992
758,115,1249689752154132483,1249944028306714626
759,115,1249689752154132483,1249950767290646529
760,115,1249689752154132483,1249969241366855681
762,115,1249689752154132483,1250131365409980417
766,115,1249689752154132483,1249713599314046977
768,115,1249689752154132483,1249768265011863553
769,115,1249689752154132483,1249955707585208320
771,115,1249689752154132483,1250006970054082561
772,115,1249689752154132483,1250007393045528577
774,115,1249689752154132483,1250059716396531714
775,115,1249689752154132483,1250098179137327106
776,115,1249689752154132483,1250314017316286465
777,115,1249689752154132483,1250318184168574977
778,115,1249689752154132483,1250431071037952001
779,115,1249689752154132483,1250439853499543554
781,115,1249689752154132483,1250384954103681025
782,115,1249689752154132483,1249781720716640256
783,115,1249689752154132483,1249820929615695881
785,115,1249689752154132483,1249732138943078403
787,115,1249689752154132483,1250151740579733506
789,115,1249689752154132483,1249731108561960960
790,115,1249689752154132483,1249745880728522753
791,115,1249689752154132483,1249748281078566916
797,115,1249689752154132483,1250082404573818883
798,115,1249689752154132483,1250104320290414598
799,115,1249689752154132483,1250133807283474432
802,115,1249689752154132483,1249699404321361921
803,115,1249689752154132483,1249727353716191240
804,115,1249689752154132483,1249709241314705408
805,115,1249689752154132483,1249709609847316480
806,115,1249689752154132483,1249719624884764679
807,115,1249689752154132483,1249720727026184192
808,115,1249689752154132483,1249730815573012483
813,115,1249689752154132483,1249761848095883265
816,115,1249407990144385027,1249673274281414656
817,115,1249407990144385027,1249677072806674438
819,115,1249407990144385027,1249643377987067904
820,115,1249407990144385027,1249836333062815751
821,115,1249407990144385027,1249608332316467201
822,115,1249407990144385027,1249624677665738758
823,115,1249407990144385027,1249613416056213504
824,115,1249407990144385027,1249665268365885442
825,115,1249407990144385027,1249684989530320898
826,115,1249407990144385027,1249408270395211776
827,115,1249407990144385027,1249614875501920257
829,115,1249407990144385027,1249631595348348928
830,115,1249407990144385027,1249644401825067008
831,115,1249407990144385027,1249648803118034945
832,115,1249407990144385027,1249650676457705472
833,115,1249407990144385027,1249660094008250375
834,115,1249407990144385027,1249723979910320128
835,115,1249407990144385027,1249725711302176768
836,115,1249407990144385027,1249834829513801729
837,115,1249407990144385027,1250029846442520578
838,115,1249407990144385027,1250030064885993477
839,115,1249407990144385027,1249710949390585856
840,115,1249407990144385027,1249651370145259526
841,115,1249407990144385027,1249715671182856195
842,115,1249407990144385027,1249828983853678594
844,115,1249407990144385027,1249655854770593792
847,115,1249727075377909760,1249765436687675397
852,115,1249727075377909760,1249730397312815107
854,115,1249727075377909760,1249739799449284608
856,115,1249727075377909760,1249759424719122438
862,115,1249869038060285954,1249886753273589761
866,115,1249964849284567041,1249970593925156864
867,115,1249964849284567041,1249974479746261004
868,115,1249756583887802372,1249917415934193665
870,115,1249486271925321730,1249604939057434625
871,115,1249486271925321730,1249641378931281921
873,115,1250061432684777474,1250064928397983746
874,115,1250061432684777474,1250065481366679555
875,115,1249985666470932481,1250333806415867904
876,115,1249985666470932481,1249994593128476675
877,115,1249815673917890563,1249933251172540416
878,115,1249815673917890563,1250001005716144131
879,115,1249815673917890563,1250044430415024130
880,115,1249660823275880448,1249557676960305157
881,115,1249660823275880448,1249610383645478913
882,115,1249660823275880448,1249620383839301634
883,115,1249660823275880448,1249650461449175040
884,115,1249660823275880448,1249690281366061057
885,115,1249660823275880448,1250232687324876800
886,115,1249600713442893825,1249662016282910720
887,115,1249600713442893825,1249694315393232896
888,115,1249600713442893825,1249601905581588482
889,115,1249582264322650112,1249605329190608896
890,115,1249582264322650112,1249783020845850624
892,115,1249490764687695875,1249711047776382977
894,115,1249398038394630145,1249402162712641537
895,115,1249333855988973571,1249795442356912128
896,115,1250840299296837634,1246770260994191366
898,115,1250840299296837634,1250608213440909313
902,115,1250319657984126981,1250333793648398339
903,115,1250092651421958146,1250449254167928832
904,115,1250092651421958146,1250450370972626944
905,115,1250092651421958146,1250985903809429506
906,115,1250092651421958146,1251531790549782532
907,115,1250092651421958146,1251883719817703424
908,115,1250092651421958146,1251903303278944256
909,115,1250092651421958146,1252037178462400512
910,115,1250092651421958146,1252086460225744896
911,115,1250092651421958146,1252431106843873286
912,115,1250092651421958146,1252897759155204099
913,115,1250092651421958146,1253124207090601985
914,115,1250092651421958146,1253163947621924864
915,115,1250041866323623936,1250042945434202112
921,115,1249754899895762950,1249757309905121282
922,115,1249743504198295554,1249751890583117825
924,115,1249722667722104838,1249730624048361472
925,115,1249717295720665089,1249828109198688259
927,115,1249645749131816960,1249645023014146049
928,115,1249645749131816960,1249649061000548352
929,115,1249643845379219456,1249643415744241664
930,115,1249643845379219456,1249652107554291712
931,115,1249627616564264962,1249626706652078083
932,115,1249627616564264962,1249635600979750912
934,115,1249584149096042502,1249601863197921282
935,115,1249511554048917506,1249515875042045952
936,115,1249502500442583040,1249417649681039362
939,115,1249424671759634433,1249521083100905473
940,115,1249424671759634433,1249525585115852800
942,124,1248199567562223619,1248199768435818496
943,124,1248199567562223619,1248285837160337409
945,124,1247926279791423489,1247940537270669312
959,200,1243518717419556866,1243521811486248960
960,200,1243518717419556866,1243520190035394560
962,200,1243518717419556866,1243519528103022593
963,200,1243518717419556866,1243520192279347204
964,200,1243518717419556866,1243520821634662400
965,200,1243518717419556866,1243533615188893696
966,200,1243518717419556866,1243537141805785096
967,200,1243518717419556866,1243740991678341121
968,200,1243518717419556866,1243761708729913345
969,200,1243518717419556866,1243794330462158848
970,200,1243518717419556866,1243859906244956160
971,200,1243518717419556866,1243935779853750274
973,200,1243518717419556866,1243521762681188352
974,200,1243518717419556866,1243521172945461248
975,200,1243518717419556866,1244118704821944321
978,200,1243518717419556866,1243520049052184578
979,200,1243518717419556866,1243522561259876352
980,200,1243518717419556866,1243535921363943426
982,200,1243518717419556866,1243704571874033667
983,200,1243518717419556866,1244806572628312065
984,200,1243215342102593540,1243687983762546688
985,200,1243215342102593540,1243215858547208194
986,200,1243215342102593540,1243495544825229313
987,200,1243215342102593540,1243497250531291138
988,200,1243215342102593540,1243216815439917062
989,200,1243215342102593540,1243215943691632640
990,200,1243215342102593540,1243994927408779264
992,200,1243215342102593540,1243520379710312450
993,200,1243215342102593540,1243529567668707328
994,200,1243215342102593540,1243494697416429568
995,200,1243215342102593540,1243507218827358209
996,200,1243215342102593540,1243537936349630464
998,200,1243215342102593540,1243590908974706688
999,200,1243215342102593540,1243633896257925122
1000,200,1243748241423949827,1243939753516466177
1001,200,1243748241423949827,1243837796831432705
1002,200,1243748241423949827,1243750159571390465
1003,200,1243748241423949827,1243755625013825536
1004,200,1243748241423949827,1243808035027456000
1005,200,1243748241423949827,1243936975616262144
1006,200,1243748241423949827,1243783397736054785
1007,200,1243748241423949827,1243940921093369856
1009,200,1243748241423949827,1243859982065565696
1010,200,1243748241423949827,1243879512775032838
1011,200,1243748241423949827,1243940116546179072
1012,200,1243748241423949827,1244048485688713216
1013,200,1243748241423949827,1243792965023252480
1014,200,1243748241423949827,1243868846815162369
1016,200,1243748241423949827,1243758808771497985
1017,200,1243748241423949827,1243761329833467904
1021,200,1243201716864122882,1243493754897682434
1025,200,1243201716864122882,1243212769295564800
1026,200,1243201716864122882,1243214467581829121
1027,200,1243201716864122882,1243316427462979584
1028,200,1243201716864122882,1243245654652194822
1030,200,1243201716864122882,1243216645163823106
1031,200,1243201716864122882,1243238289164951559
1032,200,1243201716864122882,1243592322740367360
1033,200,1243201716864122882,1243323358596476929
1034,200,1243201716864122882,1243219879601344512
1035,200,1243201716864122882,1243508566348226560
1036,200,1243201716864122882,1243324621623111680
1037,200,1243201716864122882,1243430687652433920
1038,200,1243201716864122882,1243455354513563648
1039,200,1244144210032246784,1244154298356793344
1040,200,1244144210032246784,1244146557110218754
1043,200,1244144210032246784,1244193988258619393
1044,200,1244144210032246784,1244574921566519296
1045,200,1244144210032246784,1244150285179555840
1046,200,1244144210032246784,1245166064624795650
1047,200,1244144210032246784,1244145816710737920
1048,200,1244144210032246784,1244631057682448392
1049,200,1244144210032246784,1244145360559165441
1050,200,1244144210032246784,1244145379706200064
1051,200,1243653211636064263,1243654916813590530
1052,200,1243653211636064263,1243656119471558658
1053,200,1243653211636064263,1243655001743867904
1054,200,1243653211636064263,1243655646328901633
1056,200,1243653211636064263,1243657208417718273
1057,200,1243653211636064263,1243655552372224001
1059,200,1243653211636064263,1243704507919458306
1060,200,1243547809573408768,1243558850873049090
1061,200,1243547809573408768,1243563698167349249
1062,200,1243559183993184257,1243559288775335936
1063,200,1243559183993184257,1243559402482925569
1064,200,1243559183993184257,1243559724374728713
1065,200,1243559183993184257,1243561973855420418
1066,200,1243559183993184257,1243568326468608000
1069,200,1243541210565918723,1243572916861755393
1070,200,1243541210565918723,1243555045540605954
1071,200,1243541210565918723,1243542182952304640
1072,200,1243541210565918723,1243545794470457351
1073,200,1243541210565918723,1243566429762465795
1074,200,1243541210565918723,1243541981940285440
1075,200,1243436899240378370,1243857866563387393
1076,200,1243768191467188225,1243772634262687745
1077,200,1243768191467188225,1243775172072497152
1078,200,1243768191467188225,1243777328464801792
1079,200,1243768191467188225,1243777722934935552
1080,200,1243768191467188225,1243779408734781442
1082,200,1243715257740275712,1243887917992423424
1083,200,1243715257740275712,1243890427582992384
1084,200,1243715257740275712,1243890385442701312
1086,200,1243588419156148226,1243603806392160256
1087,200,1243588419156148226,1243605880601526274
1089,200,1243588071599333383,1243592895669690376
1090,200,1243588071599333383,1243593145415335936
1091,200,1243588071599333383,1243826265674702848
1092,200,1243588071599333383,1243830160048218117
1093,200,1243926115262984193,1243926736112209921
1095,200,1243926115262984193,1244180083260055552
1096,200,1243902422008967168,1243907601131167751
1097,200,1243902422008967168,1243931853926461440
1098,200,1243902422008967168,1243903086311149568
1099,200,1243902422008967168,1243903197405642752
1100,200,1243902422008967168,1243931806820225025
1101,200,1243897237450772480,1243906517956325376
1105,200,1243826376085581824,1243827517359706113
1106,200,1243734916363247617,1243736143113252864
1107,200,1243734916363247617,1243736258909790209
1109,200,1243734916363247617,1243743344280449027
1111,200,1243565430050078725,1243575267039338496
1114,200,1243565430050078725,1243598969864847361
1115,200,1243217262502449155,1243218906845773825
1116,200,1243217262502449155,1243220377377091588
1118,200,1244840774388387842,1244852957541216261
1119,200,1244840774388387842,1244843373015384064
1120,200,1244840774388387842,1244843781935050752
1122,200,1243904597065961473,1244157498321502208
1123,200,1243904597065961473,1244267225672044546
1124,200,1243904597065961473,1244139181468717057
1125,200,1243870254947807232,1243870393926123523
1126,200,1243870254947807232,1243870865722351616
1127,200,1243870254947807232,1243871326500159490
1128,200,1243854465981124609,1243855238026625025
1129,200,1243830035057750016,1243830296123850752
1130,200,1243830035057750016,1244016513629057026
1131,200,1243793472009756679,1243794280063414273
1132,200,1243791041028898818,1243920148794421251
1133,200,1243791041028898818,1244060664999665664
1134,200,1243789617209339904,1243793987355508737
1135,200,1243789617209339904,1243794221271666688
1136,200,1243781305591971841,1243783707728568322
1137,200,1243781305591971841,1243884975809794050
1138,200,1243781305591971841,1243782433285099520
1139,200,1243781305591971841,1243783663071813632
1140,200,1243735088912883713,1243736389880954883
1142,200,1243674521221111808,1243862478594936840
1143,200,1243674521221111808,1243708782787678208
1144,200,1243598467970355203,1243603254140755970
1147,200,1243570926832226304,1243575878229114888
1148,200,1243324096982720512,1243670174693277700
1149,200,1243324096982720512,1243324668771282944
1152,200,1244326736634032138,1244650448650489856
1153,200,1244282419072528384,1244525556365848579
1155,200,1244210635111628800,1244210805102559232
1156,200,1244121634732212229,1244121635889823744
